year,state,latitude,longitude,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,humidity_pct,solar_radiation,wind_speed_ms
202203,Ohio,40.417,-82.907,4.97,20.74,-11.11,2.41,79.75,12.43,3.91
202204,Ohio,40.417,-82.907,8.53,26.62,-3.79,2.49,78.6,16.76,3.62
202205,Ohio,40.417,-82.907,17.24,29.57,2.88,4.13,78.88,20.52,3.1
202206,Ohio,40.417,-82.907,20.92,31.67,8.84,2.69,73.06,25.12,2.29
202207,Ohio,40.417,-82.907,23.05,31.87,13.51,4.61,75.21,21.74,2.13
202208,Ohio,40.417,-82.907,22.57,32.42,11.57,2.41,72.95,18.91,2.03
202209,Ohio,40.417,-82.907,18.43,32.28,3.85,2.55,72.92,14.33,2.26
202210,Ohio,40.417,-82.907,10.77,24.75,-1.27,0.87,64.52,12.44,3.14
202211,Ohio,40.417,-82.907,5.6,23.49,-7.58,1.69,70.07,7.9,3.42
202212,Ohio,40.417,-82.907,-0.47,13.06,-20.63,1.14,79.36,4.73,3.56
202213,Ohio,40.417,-82.907,10.43,32.42,-20.63,2.52,76.19,14.28,3.12
202301,Ohio,40.417,-82.907,0.71,15.9,-10.0,3.15,86.44,4.72,3.35
202302,Ohio,40.417,-82.907,2.29,20.85,-12.89,1.95,74.81,10.3,4.09
202303,Ohio,40.417,-82.907,3.5,19.51,-7.32,3.9,77.65,12.55,3.94
202304,Ohio,40.417,-82.907,10.41,25.69,-3.7,2.29,73.41,17.7,3.23
202305,Ohio,40.417,-82.907,15.06,28.26,1.23,1.74,70.9,22.44,2.66
202306,Ohio,40.417,-82.907,19.5,30.68,7.32,3.08,68.88,20.64,2.44
202307,Ohio,40.417,-82.907,23.63,33.21,14.5,3.49,72.04,21.3,1.93
202308,Ohio,40.417,-82.907,21.89,32.74,9.62,4.18,70.19,19.39,2.17
202309,Ohio,40.417,-82.907,19.25,33.21,8.11,0.5,70.91,15.51,1.77
202310,Ohio,40.417,-82.907,12.75,30.71,-2.75,2.21,71.22,10.37,2.73
202311,Ohio,40.417,-82.907,5.14,21.26,-6.8,1.43,70.36,8.79,3.15
202312,Ohio,40.417,-82.907,3.27,16.16,-5.15,1.74,82.23,4.67,2.92
202313,Ohio,40.417,-82.907,11.5,33.21,-12.89,2.48,74.12,14.04,2.86
